1.278766619304918706e+01,5.220850201413676395e+00,8.636524607194330656e+02,5.433410789029725856e+04,3.827504432913716670e+00,1.082030752295859384e+04,3.461135988665863988e+04,1.556966153948084639e+03,1.309004817960594425e+00,5.000000000000000000e-01,2.179689892529150086e+02,4.005522016159781060e+02
1.171402975570834393e+01,5.120331200805027905e+00,8.468078929586313279e+02,5.433430945768397214e+04,3.961572874634048169e+00,1.081934921790018780e+04,3.460983677151266602e+04,1.555886877588824746e+03,1.296165390765151137e+00,5.000000000000000000e-01,2.182553235809268983e+02,4.002077704178735758e+02
1.370339525975162331e+01,2.997526368838942190e+00,8.562205712891668554e+02,5.432679571928565565e+04,3.253819676611997114e+00,1.081983938176273296e+04,3.460735162396913802e+04,1.550652369549130526e+03,1.220814473770089892e+00,5.000000000000000000e-01,2.170649679222119062e+02,3.996101126906793866e+02
1.093725022330039920e+01,3.635795169886192113e+00,8.733524872539795751e+02,5.431929038255880005e+04,3.212311322809753733e+00,1.082132697236943568e+04,3.460597171099799016e+04,1.553475025209677824e+03,1.190676719609559120e+00,5.000000000000000000e-01,2.179383517511029140e+02,3.995861097021850128e+02
1.375960967778006072e+01,4.826542298913115481e+00,8.695137528164015066e+02,5.432297069522914535e+04,3.628063895675911699e+00,1.082295743693958866e+04,3.461086547324321873e+04,1.552397796049589033e+03,1.181561721692716560e+00,5.000000000000000000e-01,2.189409349756435006e+02,3.996692767262638881e+02
1.277284623508775674e+01,4.791088179207349640e+00,8.754744459410638910e+02,5.434188030980031181e+04,3.135883946224425234e+00,1.082234288871808712e+04,3.460717470626996510e+04,1.551563495023615587e+03,1.373300749680181454e+00,5.000000000000000000e-01,2.176944451186626281e+02,4.002203538755938439e+02
1.297036561219004547e+01,2.405668120409997890e+00,8.740729220665065213e+02,5.433058990665911551e+04,3.391881789871072250e+00,1.082124057449811880e+04,3.460037248420227115e+04,1.553154170198545216e+03,1.435534602132049864e+00,5.000000000000000000e-01,2.182946105865205766e+02,3.998519769014676513e+02
1.090998509296930230e+01,3.976051327363456789e+00,8.836876260552870690e+02,5.432363408461058862e+04,3.499627605998898883e+00,1.082092712470503830e+04,3.461045612551811064e+04,1.553037279466164364e+03,1.253006177736208704e+00,5.000000000000000000e-01,2.180298995912781095e+02,3.994646996540102464e+02
1.264699289615744426e+01,2.014833270870842963e+00,8.473633561949156956e+02,5.431005292947614362e+04,3.164470970358750357e+00,1.082170757507028429e+04,3.460561482779419748e+04,1.554911576570905936e+03,1.233383458314451619e+00,5.000000000000000000e-01,2.189459315361340828e+02,3.998180036927378751e+02
1.338163697067323454e+01,3.993218038988867846e+00,8.808859018298795718e+02,5.430372136894096911e+04,3.624967429199856372e+00,1.082146987486826947e+04,3.460749072546364187e+04,1.553709196946203974e+03,1.183867583737746365e+00,5.000000000000000000e-01,2.183630731125396096e+02,4.000388074723223895e+02
1.315422048418236400e+01,4.749905789712480342e+00,8.660767486736046976e+02,5.431780145778357837e+04,2.574257136715867311e+00,1.082230172733780819e+04,3.460487273677857593e+04,1.555647557756490642e+03,1.134366138499250054e+00,5.000000000000000000e-01,2.174469910285769743e+02,3.999721603477270264e+02
1.313400336191875795e+01,5.860749939548255405e+00,8.794312539926926320e+02,5.434640530936989671e+04,3.421639706623109678e+00,1.082177993358001731e+04,3.460545138282122934e+04,1.553369480013051998e+03,1.305999786854555644e+00,5.000000000000000000e-01,2.174557714127150803e+02,4.002951585673335444e+02
1.513592540747668025e+01,3.612448084231874024e+00,8.512742168577575512e+02,5.431930445264342416e+04,3.506002531622788077e+00,1.081949608978169090e+04,3.461135416793211334e+04,1.553414084125412955e+03,1.374901764466144538e+00,5.000000000000000000e-01,2.183914491707263039e+02,4.001844026760877000e+02
1.271258947776721193e+01,4.682058658125272110e+00,8.890926377241977434e+02,5.432439375605255191e+04,3.447292099693298528e+00,1.082098202466894145e+04,3.460715716087582405e+04,1.556548362620058469e+03,1.257602189852886410e+00,5.000000000000000000e-01,2.182729764719838386e+02,3.991299866812155415e+02
1.386259215806567191e+01,2.851591902416736435e+00,8.531422358751814272e+02,5.431057734373253334e+04,3.211613369121733008e+00,1.082172311814808927e+04,3.460889166839617246e+04,1.554880851063920318e+03,1.292770229153669570e+00,5.000000000000000000e-01,2.179256109393785721e+02,3.998616120605399260e+02
1.326208271266696848e+01,3.778577820479811944e+00,8.716516985776171396e+02,5.434560926620308601e+04,3.001981620471076972e+00,1.082117301029510418e+04,3.461018864174371265e+04,1.552493839817304206e+03,1.292893161391119206e+00,5.000000000000000000e-01,2.194863081256986277e+02,4.005088338798843779e+02
1.174241745006283466e+01,4.972091866066569388e+00,8.768001497350913951e+02,5.431424770588638785e+04,3.657964656222933097e+00,1.082128327463526330e+04,3.460830263469681086e+04,1.555890811285908057e+03,1.152424137863613085e+00,5.000000000000000000e-01,2.182163667007292815e+02,4.012391881150122117e+02
