1.752738162367723262e+01,5.379755922051530526e+00,7.969187671188213926e+02,1.149663786344283726e+05,1.127081315684383522e+00,2.515311501754187339e+04,8.116054707358962332e+04,6.623093900819902046e+03,5.170807201031555778e+00,1.000000000000000000e+00,3.346311242386968274e+02,2.253533446951150836e+03
1.771330444301576534e+01,3.477026875489444002e-01,8.003279216349998251e+02,1.150084860410274268e+05,9.064124541485574227e-01,2.515823082148897083e+04,8.118432248860789696e+04,6.620205734109971672e+03,3.931679250478919752e+00,1.000000000000000000e+00,3.347729425391649443e+02,2.253799485804963751e+03
1.340570568276714170e+01,4.075606564417601163e+00,8.165571217950267737e+02,1.150223283569899650e+05,8.578330918465427724e-01,2.515233929200116836e+04,8.116885141347796889e+04,6.621081013434407396e+03,6.357691699430337628e+00,1.000000000000000000e+00,3.350562637664231147e+02,2.252424982744161753e+03
1.869326396978964766e+01,4.292929965947405613e+00,7.980164388923519709e+02,1.150153699544684205e+05,1.408427809666250363e+00,2.515352470699041078e+04,8.116454716348009242e+04,6.616849355545697108e+03,4.759190377161966801e+00,1.000000000000000000e+00,3.354455602690340470e+02,2.251158496086588912e+03
1.312599398272543283e+01,4.414322151570429398e+00,8.048211709149961735e+02,1.150337120827109320e+05,1.122367790432176493e+00,2.515460501908773585e+04,8.115518933598438161e+04,6.624298172559198974e+03,4.949792701597411693e+00,1.000000000000000000e+00,3.349518989758395264e+02,2.253061850091615725e+03
1.586328929327613579e+01,4.215246233151908939e+00,8.207247254806344472e+02,1.149587625895480742e+05,1.016292409527210339e+00,2.515985266690110075e+04,8.115879182118688186e+04,6.616746262482111888e+03,5.642961341583724533e+00,1.000000000000000000e+00,3.351464248396426342e+02,2.252902201056863305e+03
1.650425650111677101e+01,3.643428658707729362e+00,8.031012269821002292e+02,1.149987639077383210e+05,1.243477374108484801e+00,2.516078010378835825e+04,8.116752574696553347e+04,6.624841249083028742e+03,5.470802241650108755e+00,1.000000000000000000e+00,3.361861318032495092e+02,2.253261064103533499e+03
1.676239182088901813e+01,3.763789433700258424e+00,8.157387509327842281e+02,1.149863101347079501e+05,3.486246245757875784e-01,2.514951915765373997e+04,8.117040602208535711e+04,6.619881592936444576e+03,5.929070728236237819e+00,1.000000000000000000e+00,3.344501723487151139e+02,2.254957206746320026e+03
1.506784137904484489e+01,4.861006844466794874e+00,8.106901827745325591e+02,1.149631557887141244e+05,1.301557075365359140e+00,2.515889515655602372e+04,8.116601749793208728e+04,6.619605753062851363e+03,6.067691144781356627e+00,1.000000000000000000e+00,3.351786617331546836e+02,2.252734790052324570e+03
9.911895891604638464e+00,4.307437578039049697e+00,7.991095304987353529e+02,1.150234645220060775e+05,9.086005640033762987e-01,2.515810668549921320e+04,8.115630160782833991e+04,6.627680543486284478e+03,5.706992234306376588e+00,1.000000000000000000e+00,3.341361764462468500e+02,2.252065032665564104e+03
1.527044400343192976e+01,3.944993750195926463e+00,8.120549744413448252e+02,1.150246998264091526e+05,1.013089813968283570e+00,2.516144381359135878e+04,8.114333209743397310e+04,6.626526476385130991e+03,4.660647844887520819e+00,1.000000000000000000e+00,3.344693003057485612e+02,2.254118767630646744e+03
2.147558612506592013e+01,3.846841798243875843e+00,8.267554880430465118e+02,1.149258737997346616e+05,8.618007786404376924e-01,2.515460318089445718e+04,8.117961804454111552e+04,6.617069772052967892e+03,5.509632776830549972e+00,1.000000000000000000e+00,3.349909441793053020e+02,2.254795468843238268e+03
1.782968708695808857e+01,2.295838226666095050e+00,8.085587041247047182e+02,1.149740387765074411e+05,1.579468210800403671e+00,2.515743731203056450e+04,8.115900794828942162e+04,6.626173409568186798e+03,4.891425380784466093e+00,1.000000000000000000e+00,3.354983601764854484e+02,2.254531139739476657e+03
1.548203157248074824e+01,3.984072235111473681e+00,8.097036497757259212e+02,1.150159813954839483e+05,6.444787105366970303e-01,2.515092446257013580e+04,8.117224396061782318e+04,6.620083260747535860e+03,4.630111026093390869e+00,1.000000000000000000e+00,3.357134204427146074e+02,2.254181536401509675e+03
1.727072262598388974e+01,5.570959497500292734e+00,8.258147212839611484e+02,1.149458493578838388e+05,7.569222023344864825e-01,2.514995865214855439e+04,8.115452093194419285e+04,6.619608606438046991e+03,4.593551846447461173e+00,1.000000000000000000e+00,3.349554429142684739e+02,2.251698062952804776e+03
2.129755012170152995e+01,5.337144120296076544e+00,7.904625798875471219e+02,1.149605347846377263e+05,1.161648459893477536e+00,2.515435096151741891e+04,8.113590708001579333e+04,6.627856489140108351e+03,5.867575403530497447e+00,1.000000000000000000e+00,3.352031134945647750e+02,2.250239596495624482e+03
1.755803507919838680e+01,1.733811492159618606e+00,8.103142357091884378e+02,1.150095021183104109e+05,6.745392204778483114e-01,2.515971759930764165e+04,8.116944396002635767e+04,6.613007248509640704e+03,5.353996337371513370e+00,1.000000000000000000e+00,3.349245620057020574e+02,2.254572505823608935e+03
