"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0,0,0.0497424048080251,0.0665451220382452,0,0,0,0,-0.10877952718932,0
0,1,0.0343744509589288,0,0.167781539961137,-0.260195114879922,0,0,-0.0624522555409705,0,-0.189130252079991,0
0,0.0343744509531149,1,0,0,0,-0.172201920659787,0,0,0,0.0678609710863874,0.0681399781403966
0,0,0,1,0,0.193891924247511,-0.0243175529409267,0,0.205689633072391,0,-0.205069461649679,-0.166668846477979
0.0497424050421688,0.167781539961064,0,0,1,0.0403895636177754,-0.164915468265733,0,0,0,0,-0.170705110189732
0.0665451220364776,-0.260195114879926,0,0.193891924247511,0.04038956528559,1,-0.0799510562906076,-0.183030027140282,0,0,0,0
0,0,-0.172201920659787,-0.0243175529404206,-0.164915468265708,-0.0799510562903895,1,0,-0.0496159744601637,0,-0.159909580475732,0
0,0,0,0,0,-0.183030027140292,0,1,0,0,0,-0.192495960092004
0,-0.0624522555363993,0,0.205689633072391,0,0,-0.0496159744571156,0,1,0,0.15626328600362,-0.17161770290959
0,0,0,0,0,0,0,0,0,1,0,0
-0.108779527189529,-0.189130252080006,0.0678609710863719,-0.205069461649649,0,0,-0.159909580475899,0,0.15626328600362,0,1,-0.111928222967656
0,0,0.0681399781403964,-0.166668846477979,-0.170705110189732,0,0,-0.192495960092027,-0.171617702909603,0,-0.111928222967653,1
