"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,-0.0363713303976198,-0.112183451798802,0,0.189682838623328,0.128212345092017,0,0,0,0,0.0623023544057823,0.0415219974207016
-0.0363713236210005,1,0,0,0,0,0,0,0,0,-0.0476057645126569,0.0367968412742436
-0.112183451798804,0,1,0,-0.0709830076848188,-0.150295470616207,0,0,-0.201438374822489,0,0,0
0,0,0,1,0,0.149022235080637,-0.126261819425616,0.100540691454182,0,0,0.217397757080567,0.0867807322098283
0.189682838623328,0,-0.0709830076848194,0,1,0,0,-0.164353655524638,-0.120575242367711,0,-0.059455792458219,0
0.128212345092021,0,-0.150295470616215,0.149022235080687,0,1,0.0435574632384747,-0.0668241847598799,0.0568910183143276,0,0.159373448272782,0.247658392937874
0,0,0,-0.126261819425616,0,0.0435574632395238,1,0,0.209410535296198,0,0.163287124542373,0
0,0,0,0.100540691454338,-0.164353655524642,-0.0668241820480128,0,1,0.081213401212351,0,0,0
0,0,-0.201438374822563,0,-0.120575242367701,0.056891018331753,0.209410535296217,0.0812134012124643,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0.0623023544034956,-0.047605764512657,0,0.217397757080567,-0.0594557924582191,0.159373448272761,0.163287124542356,0,0,0,1,0.108455218125777
0.0415219974159993,0.0367968412742436,0,0.0867807322098462,0,0.247658392937874,0,0,0,0,0.108455218125622,1
