"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.106570150802173,0.0431480609478208,0.119505817689149,0,-0.172626795532664,0,0.166471425817646,0,0.14045209400648,0
0,1,0,-0.116874978118467,0,-0.133289329992388,0,0,-0.140876566500726,0,0,0.262228912571237
0.106570150802152,0,1,0.149593363514857,0,-0.0335371272631328,0.129706953522061,0.0439410290874617,0,0,0.0738613693748981,-0.0861526553919936
0.0431480609478209,-0.116874978118474,0.149593363515385,1,0,-0.180356663559683,0,0,-0.166221402351941,0,0,-0.0541906196112172
0.119505817689114,0,0,0,1,0.118921219925972,0.033593625399839,0,-0.156603193782401,0,0,0.146356476860061
0,-0.133289329992678,-0.033537237031766,-0.180356663559593,0.118921219925929,1,0.0305200581060349,-0.132718807914965,0,0,0.0776829326943165,0.120290092141708
-0.172626795532685,0,0.129706953524253,0,0.0335936253998391,0.0305200581060349,1,0.204506390340698,0,0,0.134572399148589,-0.0990376065834737
0,0,0.0439410290874617,0,0,-0.13271880791498,0.204506390340698,1,-0.101181151152616,0,0.0470585077664804,-0.0260249298670056
0.166471425817739,-0.140876566500041,0,-0.166221402353687,-0.156603193782431,0,0,-0.101181151152656,1,0,-0.219335117186929,0
0,0,0,0,0,0,0,0,0,1,0,0
0.14045209400648,0,0.0738613693575403,0,0,0.0776829326945983,0.13457239915727,0.0470585077660312,-0.219335117186929,0,1,-0.149734440569862
0,0.262228912570955,-0.0861526553906636,-0.0541906196126381,0.146356476860079,0.12029009214175,-0.0990376065833519,-0.0260249210062886,0,0,-0.149734440569786,1
