"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0.10235029692737,0,0,0.0388147351973768,0.205070872086326,-0.0678916328517196,0,-0.110073503857852,0,0,0
0.102350291358425,1,0.142859546394442,-0.175213620171412,0,0,-0.0773923086079223,0.114216249290303,0,0,-0.249048187658776,0.0517037655139463
0,0.142859546394442,1,0.0739614152648078,0,0.0310571597727686,-0.0219368053182977,-0.137616414970504,0.114817334918745,0,0,0.0855417227451976
0,-0.175213620171412,0.0739614152646402,1,0.0425340063665329,0,0,-0.0465023631845823,-0.219417973160675,0,0.0548861754854419,0.122639801111162
0.0388147351973768,0,0,0.0425340063657124,1,0,0.217671021799662,0.147524933919046,0,0,0,0.105834749577769
0.205070872086326,0,0.031057159545735,0,0,1,-0.0425492621056109,0,-0.00762088421313765,0,-0.139782091540297,-0.0273875824229492
-0.067891637252759,-0.0773982527416005,-0.0219368053182976,0,0.217671021799662,-0.0425492620796675,1,0,0.0985686644700434,0,0,0.12642752059185
0,0.114216249287895,-0.137616414970462,-0.0465023631904934,0.147524933919143,0,0,1,0,0,0,0
-0.110073503857882,0,0.114817334929918,-0.219417973160712,0,-0.00762088421313766,0.0985686644699857,0,1,0,0,-0.0474725660780014
0,0,0,0,0,0,0,0,0,1,0,0
0,-0.249048187658817,0,0.0548861754813686,0,-0.139782091540297,0,0,0,0,1,0.202918524949315
0,0.051703765510249,0.0855417227488278,0.122639801131304,0.105834749578604,-0.0273875824229492,0.12642752059185,0,-0.0474725660780016,0,0.202918524949315,1
