"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0.141171449562879,0.11535227630482,0,0.193643488440711,0,0,-0.152577099439233,-0.144302741720081,0,0.129832061839319,0
0.141171449564712,1,0,-0.124058515201015,-0.0293152709497085,-0.153354705256954,0,0.131219920345563,0.0928048055953584,0,0.169382835689605,0.0293451335759034
0.11535227630484,0,1,0.216259432784058,0.194696107064505,0.0878666479562719,-0.183409227034603,-0.214075002291036,-0.161678339588768,0,0,-0.143809383983138
0,-0.124058515201328,0.216259432784063,1,0.0889303291520247,0,0.128806990904238,0,0,0,0.112312064902984,0.198480850572376
0.193643488440704,-0.0293152709495564,0.194696107064505,0.0889303291535409,1,0.138487340461649,0,0,-0.0792433242517708,0,0.0420218738513016,0
0,-0.153354705256955,0.0878666479555289,0,0.138487340461549,1,0,0,-0.0552821592541032,0,0,-0.126721781223186
0,0,-0.183409227034632,0.128806990904264,0,0,1,0,0.127406787344721,0,-0.0716566789084931,0
-0.152577099439262,0.131219920345536,-0.214075002290988,0,0,0,0,1,0.207663654125723,0,0,0.101148210807986
-0.144302741720051,0.0928048055954893,-0.161678339586933,0,-0.0792433242517708,-0.055282159254467,0.127406787344712,0.207663654125723,1,0,-0.189606141007506,-0.0405335488394739
0,0,0,0,0,0,0,0,0,1,0,0
0.129832061839271,0.169382835689561,0,0.112312064903342,0.0420218738513014,0,-0.0716566789084931,0,-0.189606141007709,0,1,0
0,0.0293451335991824,-0.143809383983137,0.198480850572363,0,-0.126721781223135,0,0.101148210807987,-0.0405335488399223,0,0,1
