"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.0435139495745698,-0.0327107723567253,0,-0.0489165573847274,0,0,0,0,0,0.217947749256207
0,1,0,0.143807593296079,0,0,0.0397067226977595,-0.282887106873565,0,0,0,-0.184326377097672
0.0435139495746064,0,1,0.175061411016459,-0.191228094936501,0,-0.143571316335791,-0.211708275825249,0.18838561522732,0,0,0.0942828131779392
-0.0327107723567253,0.143807593296079,0.175061411016459,1,-0.245590945412436,0.211098292813873,0,-0.127331671901023,0,0,0,-0.144260767391297
0,0,-0.191228094936499,-0.245590945412436,1,0,0,0.120616860111247,0,0,0,0
-0.0489165573847268,0,0,0.21109829281385,0,1,0,0,-0.0413836887962313,0,0,0
0,0.0397067226891498,-0.143571316334691,0,0,0,1,0.15128511393037,0,0,0,-0.0439477315437803
0,-0.282887106873557,-0.211708275760395,-0.127331671901013,0.120616860111107,0,0.151285113930418,1,-0.281378892698501,0,0,0.172870170077698
0,0,0.188385615227341,0,0,-0.0413836887963943,0,-0.281378892698507,1,0,0.129951385296466,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0.129951385296425,0,1,0
0.217947749256168,-0.184326377097672,0.0942828131779391,-0.144260767391292,0,0,-0.0439477315437607,0.172870170091476,0,0,0,1
