"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0.0610135034200646,0,-0.209873039715195,0,0,0.0372579082270258,0,0,0,-0.106086311076463,0.154697704709654
0.0610135034200646,1,0.0300673395543592,0,0.187467144985962,0,0,0,0,0,0.179794463865587,0.0527994067801982
0,0.0300673395553894,1,0,-0.176409774974145,0,0,-0.122476356819581,-0.202264639857134,0,-0.188926579193918,0
-0.209873039715202,0,0,1,0,-0.080597335700379,0,0,0.126712017067898,0,0.032942541113702,0
0,0.187467144985954,-0.176409774974117,0,1,0.0539994653974347,-0.0311129594490449,0.0568098445028056,0,0,-0.0335210515889733,0
0,0,0,-0.0805973356995478,0.053999465397436,1,0.150855856269029,0,0,0,0,0
0.0372579082270256,0,0,0,-0.0311129594490449,0.150855856269029,1,0.0722504647222526,0,0,-0.146062312576564,0
0,0,-0.122476356819581,0,0.0568098445028056,0,0.072250472654816,1,0,0,0,-0.0977111193469301
0,0,-0.202264639857067,0.12671201706786,0,0,0,0,1,0,0.175921723923429,0.157822076607546
0,0,0,0,0,0,0,0,0,1,0,0
-0.106086311076521,0.17979446386558,-0.188926579193851,0.0329425411137008,-0.0335210515896346,0,-0.146062312576594,0,0.175921723923429,0,1,0
0.15469770470962,0.0527994053127517,0,0,0,0,0,-0.09771111934693,0.157822076607546,0,0,1
