"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.247724424272078,-0.0770056852024583,-0.231395275435953,0,0,0,0.103488598405728,0,0.074705308467452,0.140436520898231
0,1,0.0764589983965692,0,0.135453256989158,-0.245638649827795,-0.0526921490072667,0,0,0,-0.0678186485527561,0
0.247724424272078,0.0764589983955215,1,-0.125244778010729,0,0,-0.147367465185651,0,0,0,-0.117294598553079,0.207150220376219
-0.0770056852021563,0,-0.125244778010707,1,0,-0.038186206808126,0.074732075174437,0,0,0,0.110131639242787,0.106669860807398
-0.231395275435962,0.135453256989406,0,0,1,0,-0.163975403002114,0,0,0,-0.0236526859644981,-0.0336111514251995
0,-0.245638649828012,0,-0.0381862068120142,0,1,-0.138397437656873,-0.0869440859968674,0,0,0,0
0,-0.0526921491152426,-0.147367465185791,0.0747320751755697,-0.163975403002114,-0.138397437656847,1,0,0.184133172645856,0,0.0517836791784786,0
0,0,0,0,0,-0.0869440859917313,0,1,0,0,0,0
0.103488598405666,0,0,0,0,0,0.184133172645855,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0.074705308468049,-0.0678186485726876,-0.117294598553161,0.110131639242794,-0.0236526859644926,0,0.0517836791784786,0,0,0,1,0
0.140436520898003,0,0.207150220376219,0.10666984856258,-0.033618902840106,0,0,0,0,0,0,1
