"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,-0.0656298720645525,0.0709414688930115,0,0,0,-0.0612086239956414,-0.172194629686174,0.0448123617638112,0,0,-0.188633292898891
-0.065629872067139,1,0,-0.149483687553588,0,-0.184246244623365,0,0.00765649943733224,0,0,-0.266015224779123,0
0.0709414688893074,0,1,-0.153061786638935,0,0,0.201526093028932,0.162559537897281,0.00974433647149063,0,0,0
0,-0.149483687553594,-0.153061786638935,1,0.189278459456427,0,0,-0.0963210320889365,-0.286008628628031,0,0.25075473845474,0
0,0,0,0.189278459456593,1,0,0.126998860432705,-0.0665116364009694,0.242191037565552,0,0,0
0,-0.184246244623365,0,0,0,1,0,0,0.190424249854524,0,0,0
-0.0612086239850635,0,0.201526093028932,0,0.126998860432705,0,1,0.148439090510395,0.0682993937445663,0,-0.0731023407803109,-0.266545463674457
-0.172194629686179,0.0076564994373323,0.162559537897239,-0.0963210320888616,-0.0665116364130202,0,0.148439090510395,1,-0.0315512650863224,0,0,0
0.0448123617088064,0,0.00974433647149058,-0.286008628628073,0.242191037565489,0.190424249854524,0.0682993937447059,-0.0315512648559094,1,0,-0.196296481859718,0
0,0,0,0,0,0,0,0,0,1,0,0
0,-0.266015224778366,0,0.250754738454726,0,0,-0.0731023407841306,0,-0.196296481861095,0,1,0.142018648686685
-0.188633292898911,0,0,0,0,0,-0.266545463674457,0,0,0,0.142018648686687,1
