"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.11988909948022,-0.134292606936507,0,-0.103768555010274,0,-0.19741653932633,0,0,0.0324568972067082,0
0,1,0.0639497318796249,-0.0960927462612321,0.112188020206019,0.252470431371146,0,0.173904291928924,0,0,0.167063160607265,-0.221511122751297
0.119889099480227,0.0639497318811713,1,0,0,0.198038253800232,-0.0453004042342886,0,0,0,-0.159822086994658,0
-0.134292606936617,-0.0960927462614578,0,1,0.222450553690579,0,0,0,-0.111128821494895,0,0,0
0,0.112188020205882,0,0.222450553690568,1,-0.132357251362498,0,0,-0.0640048786264941,0,-0.159654673607378,-0.134370447236119
-0.103768555010429,0.252470431371146,0.198038253800293,0,-0.132357251362584,1,-0.191925104190116,0.240240832365199,-0.0881476385108601,0,-0.136604260713139,-0.244724016620991
0,0,-0.0453004042366909,0,0,-0.191925104190057,1,0.0572873957802893,-0.0964418814752291,0,0,0.150140336692221
-0.197416539326402,0.17390429192894,0,0,0,0.24024083236529,0.0572873957803311,1,0,0,-0.177493493192008,-0.126742870709679
0,0,0,-0.111128821494947,-0.0640048786265954,-0.088147637966128,-0.0964418814751524,0,1,0,0,0.104211654069602
0,0,0,0,0,0,0,0,0,1,0,0
0.0324568972056048,0.167063160607102,-0.15982208699467,0,-0.159654673607919,-0.136604260713157,0,-0.177493493191905,0,0,1,0.0487120120417189
0,-0.22151112275149,0,0,-0.134370447236119,-0.244724016620991,0.150140336692343,-0.12674287070968,0.104211654069421,0,0.0487120120417197,1
