"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.0399950344913654,0,-0.203221424148868,0.125181865330606,0.148817210794188,0,0,0,-0.146658352515361,0.113735437542398
0,1,0,0.123742639939804,-0.207877049962999,0.191087344670101,0,0.150984888265737,0,0,-0.0358176653645551,0
0.039995034491367,0,1,-0.16474858448045,0,-0.0925663526891306,0,0.150195280376533,0,0,-0.0476245248173002,0.196804680962976
0,0.12374263993973,-0.16474858448037,1,-0.214156983234924,-0.0554211504407539,0,0,0,0,0.0497399522278369,0
-0.203221424147847,-0.207877049962999,0,-0.214156983234862,1,0,0,0,0,0,0,-0.176709243076503
0.125181865330778,0.19108734467014,-0.0925663526892343,-0.0554211504407542,0,1,0,0,0,0,0,0
0.148817210794257,0,0,0,0,0,1,0,0,0,-0.0987210396448339,0
0,0.150984888265737,0.150195280376528,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
-0.146658352515382,-0.035817665326063,-0.0476245248140559,0.0497399522278367,0,0,-0.0987210396456122,0,0,0,1,-0.0397877721204083
0.113735437542406,0,0.196804680963106,0,-0.176709243076498,0,0,0,0,0,-0.0397877721203062,1
