"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0.0498189718562479,0,-0.286639849613171,0,-0.14365639683443,0.147559898303586,-0.16108193622444,-0.103520153538002,0,0.204142195903058,0.179172434955771
0.0498189718563408,1,0,0.114276254112537,0,0,0,-0.170644447031983,0.132408237141139,0,0,-0.256192912974105
0,0,1,-0.182994201628711,0,0,0,-0.20243043725164,0.0443719955338785,0,0,0.204632631491545
-0.286639849613171,0.11427625411262,-0.182994201628734,1,0,0,0,-0.0644499118703618,0,0,0,0
0,0,0,0,1,0,0,-0.0467910752290094,-0.118666234828296,0,0.14005371799118,-0.153324994149222
-0.143656396834456,0,0,0,0,1,0,-0.102647541231492,0,0,0,0
0.147559898303655,0,0,0,0,0,1,-0.22948971506143,0,0,0,0.112902065118156
-0.161081936224463,-0.170644447031983,-0.202430437244648,-0.0644499118703616,-0.0467910752273217,-0.102647541231153,-0.229489715061358,1,-0.0456071644739707,0,0,0.112791787048668
-0.103520153536752,0.132408237141132,0.0443719955350464,0,-0.11866623482832,0,0,-0.0456071644733446,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0.204142195903058,0,0,0,0.14005371799118,0,0,0,0,0,1,0.0333305109631801
0.179172434956354,-0.256192912975186,0.204632631491557,0,-0.153324994149098,0,0.112902065118218,0.112791787048658,0,0,0.0333305109684375,1
