"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,0.160077149243042,0,0.106673823645025,0,0.196739449341519,-0.22175239802451,-0.0663106906308173,0,0,0
0,1,0,0,0,0,-0.190197192104851,0,0.147646072016399,0,-0.252351505099448,-0.103328260852631
0.160077149243052,0,1,-0.134759084939453,0,-0.129450080965301,-0.141059168794158,0,0.177882570339564,0,-0.0714533729487395,-0.151889178097636
0,0,-0.134759084939469,1,0,0.192208425303476,0.234978393078336,0,0.0709936271343085,0,0,-0.100835269889603
0.106673823644958,0,0,0,1,0,0,0.0978705180475953,0,0,-0.266075939767057,-0.160256671713525
0,0,-0.129450080965133,0.192208425303488,0,1,0,0,0,0,0,0
0.196739449341519,-0.190197192104851,-0.141059168794164,0.234978393078336,0,0,1,0,-0.133234487470849,0,-0.0274625926579679,0
-0.22175239802451,0,0,0,0.0978705180521898,0,0,1,-0.0386749372539868,0,0,-0.0255442297753053
-0.0663106906300565,0.147646072016448,0.177882570339564,0.0709936271343448,0,0,-0.133234487470855,-0.0386749372539856,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,-0.252351505081727,-0.0714533729491613,0,-0.266075939767057,0,-0.0274625926579679,0,0,0,1,0.115337051317829
0,-0.103328260853122,-0.151889178097636,-0.100835269891792,-0.16025667171355,0,0,-0.0255442297748266,0,0,0.115337051317829,1
