"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1,0,-0.176629884793737,0,0,0,0.139201511710507,0.0646194478086377,0,0,0.146591796302368,0.0812020053286653
0,1,0,-0.0375484339902028,0,0,0.145303974163483,-0.0881915235961418,-0.125768232308059,0,0,-0.174278189343261
-0.176629884793752,0,1,-0.0773186933315296,0,0.197481944169309,0,0,0,0,0,0
0,-0.037548433990207,-0.0773186933309714,1,0,-0.0640322441979291,0.0318336637626824,0,0.174660602121112,0,-0.0762496159158639,0
0,0,0,0,1,0,0.065724936748376,0.138560552049962,-0.100677354258283,0,0.124526289755707,0.0344876801676044
0,0,0.197481944169373,-0.0640322442046475,0,1,-0.233550821697788,0,0,0,0.123085612069232,0.167325517610668
0.139201511710504,0.145303974163483,0,0.0318336638719606,0.0657249367462527,-0.233550821697782,1,0,-0.108034478256997,0,0.187216859843387,-0.114938070753579
0.0646194478086776,-0.0881915163212868,0,0,0.138560552049854,0,0,1,0.160710345590981,0,0,0.097980036265709
0,-0.125768232308157,0,0.174660602121139,-0.100677354258277,0,-0.108034478256981,0.16071034559081,1,0,0,-0.0856658176384893
0,0,0,0,0,0,0,0,0,1,0,0
0.146591796302353,0,0,-0.0762496159127125,0.12452628975571,0.123085612069224,0.187216859843387,0,0,0,1,0
0.0812020053286364,-0.174278189343283,0,0,0.0344876801676044,0.167325517610675,-0.114938070753611,0.097980036265732,-0.0856658176386055,0,0,1
